treeId,blockId,x,y,z,className,targetname,model,source
618,1148,7872,-5312,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
619,1150,-2368,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
620,1151,-2176,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
621,1152,-2048,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
622,1157,512,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
623,1158,1984,-5248,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
624,1160,2368,-5248,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
625,1162,2496,-5248,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
626,1163,2624,-5248,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
627,1164,2880,-5248,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
628,1166,3776,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
629,1167,4800,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
630,1169,7296,-5248,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
631,1171,7616,-5248,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
632,1172,8320,-5248,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
633,1173,-3264,-5184,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
634,1174,-1920,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
635,1175,-1728,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
636,1177,-576,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
637,1178,-320,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
638,1181,1792,-5184,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
639,1182,3008,-5184,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
640,1183,3264,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
641,1184,4928,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
642,1185,5184,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
643,1186,5504,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
644,1187,7424,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
645,1188,8640,-5184,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
646,1189,-2432,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
647,1191,-2176,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
648,1193,1536,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
649,1194,2688,-5120,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
650,1195,3712,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
651,1196,3840,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
652,1197,5376,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
653,1198,7168,-5120,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
654,1200,7296,-5120,128,ent_dota_tree,,models/props_tree/tree_cine_02_low.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
655,1201,7808,-5120,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
656,1202,8320,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
657,1204,8448,-5120,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
658,1205,-3712,-5056,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
659,1206,-3136,-5056,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
660,1207,-2304,-5056,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
661,1208,-1216,-5056,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
662,1209,-448,-5056,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
663,1210,-128,-5056,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
664,1213,8704,-5056,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
665,1214,-3264,-4992,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
666,1215,-2432,-4992,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
667,1216,3776,-4992,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
668,1220,8448,-4992,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
669,1221,-3776,-4928,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
670,1222,-3456,-4928,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
671,1227,8704,-4928,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
672,1228,-3584,-4864,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
673,1229,-3200,-4864,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
674,1234,-2304,-4864,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
675,1235,3712,-4864,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
676,1237,3840,-4864,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
677,1241,4096,-4864,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
678,1243,4224,-4864,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
679,1244,-2688,-4800,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
680,1245,6464,-4800,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
681,1246,6720,-4800,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
682,1247,8448,-4800,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
683,1248,8704,-4800,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
684,1249,-2368,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
685,1250,3712,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
686,1251,3840,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
687,1252,3968,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
688,1253,4096,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
689,1254,4736,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
690,1255,8320,-4736,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
691,1256,-3520,-4672,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
692,1257,-3392,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
693,1258,-2752,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
694,1260,-2496,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
695,1262,2432,-4672,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
696,1263,5568,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
697,1264,5760,-4672,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
698,1266,6656,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
699,1267,6912,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
700,1269,8704,-4672,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
701,1270,-2368,-4608,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
702,1272,2304,-4608,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
703,1273,2560,-4608,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
704,1275,3904,-4608,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
705,1277,4032,-4608,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
706,1278,4608,-4608,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
707,1280,4992,-4608,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
708,1281,8448,-4608,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
709,1283,-3456,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
710,1285,-2816,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
711,1287,-2560,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
712,1289,-768,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
713,1291,2432,-4544,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
714,1292,4864,-4544,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
715,1293,5568,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
716,1294,6464,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
717,1296,6848,-4544,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
718,1298,8704,-4544,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
719,1301,-2368,-4480,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
720,1302,-1856,-4480,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
721,1304,2560,-4480,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
722,1305,2688,-4480,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
723,1306,3328,-4480,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
724,1307,3456,-4480,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
725,1311,5824,-4480,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
726,1312,6592,-4480,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
727,1313,8320,-4480,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
728,1314,-2240,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
729,1315,-2112,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
730,1316,-1024,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
731,1317,2176,-4416,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
732,1318,2432,-4416,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
733,1321,2944,-4416,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
734,1323,3072,-4416,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
735,1324,4544,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
736,1325,4800,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
737,1326,5952,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
738,1327,6720,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
739,1328,8512,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
740,1329,8704,-4416,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
741,1332,-3456,-4352,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
742,1333,-3328,-4352,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
743,1335,-2880,-4352,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
744,1336,-1984,-4352,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
745,1337,3328,-4352,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
746,1338,3456,-4352,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
747,1339,5568,-4352,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
748,1340,6592,-4352,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
749,1343,-1856,-4288,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
750,1345,-1024,-4288,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
751,1346,2112,-4288,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
752,1347,3072,-4288,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
753,1348,8640,-4288,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
754,1351,-3584,-4224,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
755,1352,-2368,-4224,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
756,1353,-2112,-4224,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
757,1355,-1984,-4224,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
758,1359,2240,-4224,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
759,1360,2688,-4224,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
760,1361,3520,-4224,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
761,1362,5760,-4224,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
762,1363,8512,-4224,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
763,1364,-3456,-4160,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
764,1365,-1856,-4160,128,ent_dota_tree,,models/props_tree/tree_cine_02_low.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
765,1366,-1408,-4160,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
766,1367,-192,-4160,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
767,1368,832,-4160,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
768,1372,2368,-4160,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
769,1373,2496,-4160,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
770,1374,-3648,-4096,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
771,1380,2240,-4096,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
772,1381,2624,-4096,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
773,1382,2752,-4096,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
774,1383,2880,-4096,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
775,1384,3008,-4096,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
776,1385,5248,-4096,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
777,1387,5824,-4096,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
778,1391,8704,-4096,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
779,1392,-3456,-4032,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
780,1393,-2176,-4032,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
781,1394,-256,-4032,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
782,1395,2368,-4032,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
783,1396,2496,-4032,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
784,1397,5632,-4032,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
785,1399,8576,-4032,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
786,1401,-3712,-3968,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
787,1402,-2816,-3968,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
788,1407,2240,-3968,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
789,1413,8768,-3968,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
790,1414,-3520,-3904,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
791,1415,1344,-3904,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
792,1416,2368,-3904,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
793,1417,-2752,-3840,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
794,1418,2240,-3840,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
795,1419,4416,-3840,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
796,1420,6848,-3840,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
797,1421,7040,-3840,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
798,1422,8640,-3840,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
799,1423,8768,-3840,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
800,1424,1280,-3776,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
801,1425,2112,-3776,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
802,1428,4288,-3776,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
803,1434,5632,-3776,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
804,1435,6016,-3776,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
805,1436,7552,-3776,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
806,1437,7744,-3776,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
807,1438,7936,-3776,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
808,1439,8192,-3776,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
809,1440,-2944,-3712,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
810,1442,1600,-3712,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
811,1443,1728,-3712,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
812,1445,1856,-3712,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
813,1446,1984,-3712,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
814,1447,5760,-3712,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
815,1448,7232,-3712,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
